,Tweet,Anger,Disgust,Fear,Joy,Sadness,Surprise
1816,horror movie pay tv master ?,0.005395243410021067,0.018032632768154144,0.929165780544281,0.00999984797090292,0.021045152097940445,0.016361389309167862
1817,paul klein repeat paul klein,0.16826865077018738,0.2672710120677948,0.0616602748632431,0.15685859322547913,0.1862088292837143,0.15973253548145294
1818,teacher think student able handle amount work single exam real,0.08078113943338394,0.004866596311330795,0.16056081652641296,0.6412431001663208,0.05745803564786911,0.05509031563997269
1819,im sad,0.04074091836810112,0.011591422371566296,0.06876788288354874,0.03183358162641525,0.799740731716156,0.04732544347643852
1820,assirat thinner hair,0.007570314221084118,0.001465100678615272,0.08999857306480408,0.40741872787475586,0.026211578398942947,0.46733567118644714
1821,beautiful,0.0029988631140440702,0.0013805411290377378,0.008393525145947933,0.7654492855072021,0.161033496260643,0.06074420362710953
1822,teacher think student able handle amount work single exam real,0.08078113943338394,0.004866596311330795,0.16056081652641296,0.6412431001663208,0.05745803564786911,0.05509031563997269
1823,school morning assembly heaven,0.009624103084206581,0.0005102850263938308,0.013384905643761158,0.9217137694358826,0.0347444973886013,0.020022571086883545
1824,woman moment im proud true inspiration nothing goe?,0.01053758803755045,0.0016854207497090101,0.33873218297958374,0.5113169550895691,0.0776219442486763,0.06010584905743599
1825,??????holmbridge ??????? please rt help owner,0.10442935675382614,0.03879031538963318,0.2669897675514221,0.05575419217348099,0.35950011014938354,0.17453627288341522
1826,poor steph,0.03665033355355263,0.0086548812687397,0.08646591752767563,0.11461599171161652,0.7270106077194214,0.026602383702993393
1827,still working,0.010544775985181332,0.0017818572232499719,0.03209560737013817,0.5547344088554382,0.08327972143888474,0.31756362318992615
1828,?you?ve made shiny laura thank making shiny ?,0.0011462472612038255,0.0002406883577350527,0.003151398617774248,0.885753870010376,0.0029079527594149113,0.10679985582828522
1829,watercolor papeeeeeeer please,0.006989143788814545,0.014814527705311775,0.07299420982599258,0.6229917407035828,0.04248841851949692,0.23972199857234955
1830,generous enough let use xfinity wifi acc,0.0499185174703598,0.021825052797794342,0.2231525182723999,0.36251112818717957,0.051275599747896194,0.2913172245025635
1831,dear one day wakeup see nigeria sale jumia,0.008643914945423603,0.012967010959982872,0.05529766157269478,0.2099272757768631,0.409169465303421,0.30399471521377563
1832,yeri holding boquet joy im,0.00024630804546177387,1.4956793165765703e-05,0.0005373288877308369,0.9976014494895935,0.0005220396560616791,0.001077868859283626
